cc,provider,plan,channel,card_class,rate_bps,fixed_minor,monthly_fee_minor,fee_currency,small_ticket_threshold_minor,small_ticket_monthly_cap_minor,published_breakeven_minor,verified_url,verified_quote,verified_at,confidence,scheme,funding,issuer_region,tier,_traducida,rate_is_blended,online_surface,_ronda,_origen,monthly_minimum_fee_minor,currency,volume_band_min,volume_band_max,pricing_band_basis,txn_count_band_min,txn_count_band_max,source_type,seed_status,note,eligible_mix_prior,source_round,provenance,product,standard_monthly_fee_minor,promo_free_months,installation_fee_minor,deinstallation_fee_minor,comparison_eligible,valid_until
GR,Worldline Greece,Smart POS iPhone 2 años,in_store,,115,5,,,,,,https://worldline.com/el-gr/campaigns/ms/tap-to-pay-on-iphone,"44,35€ (+ΦΠΑ) για 2 χρόνια. Κάρτες Ευρωπαϊκού Οικονομικού Χώρου (ΕΟΧ): 1,15%. ... 0,05€ ανά συναλλαγή.",2026-08-20,,any,any,eea,standard,,true,tap_to_pay,R5,patch_fino_r7.csv,,EUR,,,subscription,,,published,SEEDABLE,Tarifa localizada.,,R7,primary_verified,,,,,,,
GR,Worldline Greece,Smart POS iPhone 2 años,in_store,,200,5,,,,,,https://worldline.com/el-gr/campaigns/ms/tap-to-pay-on-iphone,"44,35€ (+ΦΠΑ) για 2 χρόνια. Κάρτες εκτός ΕΟΧ: 2,00%. ... 0,05€ ανά συναλλαγή.",2026-08-20,,any,any,non_eea,standard,,true,tap_to_pay,R5,patch_fino_r7.csv,,EUR,,,subscription,,,published,SEEDABLE,Tarifa localizada.,,R7,primary_verified,,,,,,,
GR,Worldline Greece,Online estándar,online,,250,,,,,,,https://www.merchant-shop.gr/commissions/,"Προμήθειες online συναλλαγών (e-Commerce Gateway, Payment Link, Live-Pay). Εταιρικές κάρτες: 2,50%.",2026-08-20,,any,any,any,business,,true,e-Commerce Gateway|Payment Link|Live-Pay,R5,patch_fino_r7.csv,,EUR,,,standard,,,published,SEEDABLE,Página oficial temporalmente caída; cifra conservada del índice del mismo URL.,,R7,primary_weak,,,,,,,
GR,Worldline Greece,Online estándar,online,,200,,,,,,,https://www.merchant-shop.gr/commissions/,"Προμήθειες online συναλλαγών (e-shop, app, payment links). Κάρτες Ευρωπαϊκού Οικονομικού Χώρου (ΕΟΧ): 2,00%.",2026-08-20,,any,any,any,standard,,true,e-Commerce Gateway|Payment Link|Live-Pay,R5,patch_fino_r7.csv,,EUR,,,standard,,,published,SEEDABLE,La web oficial estaba temporalmente fuera de servicio del 07/08/2026 al 24/08/2026; se conserva solo la cifra ,,R7,primary_weak,,,,,,,
GR,Worldline Greece,Online estándar,online,,250,,,,,,,https://www.merchant-shop.gr/commissions/,"Προμήθειες online συναλλαγών (e-shop, app, payment links). Κάρτες εκτός ΕΟΧ: 2,50%.",2026-08-20,,any,any,non_eea,standard,,true,e-Commerce Gateway|Payment Link|Live-Pay,R5,patch_fino_r7.csv,,EUR,,,standard,,,published,SEEDABLE,No se inventa fijo por operación: el fragmento indexado no lo mostró.,,R7,primary_weak,,,,,,,
CY,Revolut Business,Basic,in_store,,260,2,1000,,,,,https://www.revolut.com/en-CY/business/accept-payments-pricing/,American Express all international cards: 2.8% + €0.20 online; 2.6% + €0.02 in-person. Revolut Terminal €189 +,2026-08-20,,any,any,non_eea,amex,,true,any,R5,patch_fino_r7.csv,,EUR,,,none,,,published,SEEDABLE,"Canal: Revolut Terminal/Lite. Revolut Terminal €189 + VAT; Lite Terminal €139 + VAT, pago único. Tap to Pay añ",,R7,primary_verified,,,,,,,
CY,Revolut Business,Basic,in_store,,260,2,1000,,,,,https://www.revolut.com/en-CY/business/accept-payments-pricing/,American Express domestic commercial cards: 2.8% + €0.20 online; 2.6% + €0.02 in-person. Revolut Terminal €189,2026-08-20,,any,any,domestic,commercial,,true,any,R5,patch_fino_r7.csv,,EUR,,,none,,,published,SEEDABLE,"Canal: Revolut Terminal/Lite. Revolut Terminal €189 + VAT; Lite Terminal €139 + VAT, pago único. Tap to Pay añ",,R7,primary_verified,,,,,,,
CY,Revolut Business,Basic,in_store,,170,2,1000,,,,,https://www.revolut.com/en-CY/business/accept-payments-pricing/,American Express domestic consumer cards: 1.7% + €0.20 online; 1.7% + €0.02 in-person. Revolut Terminal €189 +,2026-08-20,,any,any,domestic,consumer_a,,true,any,R5,patch_fino_r7.csv,,EUR,,,none,,,published,SEEDABLE,"Canal: Revolut Terminal/Lite. Revolut Terminal €189 + VAT; Lite Terminal €139 + VAT, pago único. Tap to Pay añ",,R7,primary_verified,,,,,,,
CY,Revolut Business,Basic,in_store,,80,2,1000,,,,,https://www.revolut.com/en-CY/business/accept-payments-pricing/,Domestic & European consumer cards: 1% + €0.20 online; 0.8% + €0.02 in-person. Revolut Terminal €189 + VAT; Li,2026-08-20,,any,any,any,consumer_v,,true,any,R5,patch_fino_r7.csv,,EUR,,,none,,,published,SEEDABLE,"Canal: Revolut Terminal/Lite. Revolut Terminal €189 + VAT; Lite Terminal €139 + VAT, pago único. Tap to Pay añ",,R7,primary_verified,,,,,,,
CY,Revolut Business,Basic,in_store,,260,2,1000,,,,,https://www.revolut.com/en-CY/business/accept-payments-pricing/,All international cards: 2.8% + €0.20 online; 2.6% + €0.02 in-person. Revolut Terminal €189 + VAT; Lite Termin,2026-08-20,,any,any,non_eea,visa_maste,,true,any,R5,patch_fino_r7.csv,,EUR,,,none,,,published,SEEDABLE,"Canal: Revolut Terminal/Lite. Revolut Terminal €189 + VAT; Lite Terminal €139 + VAT, pago único. Tap to Pay añ",,R7,primary_verified,,,,,,,
CY,Revolut Business,Grow,in_store,,260,2,3500,,,,,https://www.revolut.com/en-CY/business/accept-payments-pricing/,American Express all international cards: 2.8% + €0.20 online; 2.6% + €0.02 in-person. Revolut Terminal €189 +,2026-08-20,,any,any,non_eea,amex,,true,any,R5,patch_fino_r7.csv,,EUR,,,none,,,published,SEEDABLE,"Canal: Revolut Terminal/Lite. Revolut Terminal €189 + VAT; Lite Terminal €139 + VAT, pago único. Tap to Pay añ",,R7,primary_verified,,,,,,,
CY,Revolut Business,Grow,in_store,,260,2,3500,,,,,https://www.revolut.com/en-CY/business/accept-payments-pricing/,American Express domestic commercial cards: 2.8% + €0.20 online; 2.6% + €0.02 in-person. Revolut Terminal €189,2026-08-20,,any,any,domestic,commercial,,true,any,R5,patch_fino_r7.csv,,EUR,,,none,,,published,SEEDABLE,"Canal: Revolut Terminal/Lite. Revolut Terminal €189 + VAT; Lite Terminal €139 + VAT, pago único. Tap to Pay añ",,R7,primary_verified,,,,,,,
CY,Revolut Business,Grow,in_store,,170,2,3500,,,,,https://www.revolut.com/en-CY/business/accept-payments-pricing/,American Express domestic consumer cards: 1.7% + €0.20 online; 1.7% + €0.02 in-person. Revolut Terminal €189 +,2026-08-20,,any,any,domestic,consumer_a,,true,any,R5,patch_fino_r7.csv,,EUR,,,none,,,published,SEEDABLE,"Canal: Revolut Terminal/Lite. Revolut Terminal €189 + VAT; Lite Terminal €139 + VAT, pago único. Tap to Pay añ",,R7,primary_verified,,,,,,,
CY,Revolut Business,Grow,in_store,,80,2,3500,,,,,https://www.revolut.com/en-CY/business/accept-payments-pricing/,Domestic & European consumer cards: 1% + €0.20 online; 0.8% + €0.02 in-person. Revolut Terminal €189 + VAT; Li,2026-08-20,,any,any,any,consumer_v,,true,any,R5,patch_fino_r7.csv,,EUR,,,none,,,published,SEEDABLE,"Canal: Revolut Terminal/Lite. Revolut Terminal €189 + VAT; Lite Terminal €139 + VAT, pago único. Tap to Pay añ",,R7,primary_verified,,,,,,,
CY,Revolut Business,Grow,in_store,,260,2,3500,,,,,https://www.revolut.com/en-CY/business/accept-payments-pricing/,All international cards: 2.8% + €0.20 online; 2.6% + €0.02 in-person. Revolut Terminal €189 + VAT; Lite Termin,2026-08-20,,any,any,non_eea,visa_maste,,true,any,R5,patch_fino_r7.csv,,EUR,,,none,,,published,SEEDABLE,"Canal: Revolut Terminal/Lite. Revolut Terminal €189 + VAT; Lite Terminal €139 + VAT, pago único. Tap to Pay añ",,R7,primary_verified,,,,,,,
CY,Revolut Business,Scale,in_store,,260,2,12500,,,,,https://www.revolut.com/en-CY/business/accept-payments-pricing/,American Express all international cards: 2.8% + €0.20 online; 2.6% + €0.02 in-person. Revolut Terminal €189 +,2026-08-20,,any,any,non_eea,amex,,true,any,R5,patch_fino_r7.csv,,EUR,,,none,,,published,SEEDABLE,"Canal: Revolut Terminal/Lite. Revolut Terminal €189 + VAT; Lite Terminal €139 + VAT, pago único. Tap to Pay añ",,R7,primary_verified,,,,,,,
CY,Revolut Business,Scale,in_store,,260,2,12500,,,,,https://www.revolut.com/en-CY/business/accept-payments-pricing/,American Express domestic commercial cards: 2.8% + €0.20 online; 2.6% + €0.02 in-person. Revolut Terminal €189,2026-08-20,,any,any,domestic,commercial,,true,any,R5,patch_fino_r7.csv,,EUR,,,none,,,published,SEEDABLE,"Canal: Revolut Terminal/Lite. Revolut Terminal €189 + VAT; Lite Terminal €139 + VAT, pago único. Tap to Pay añ",,R7,primary_verified,,,,,,,
CY,Revolut Business,Scale,in_store,,170,2,12500,,,,,https://www.revolut.com/en-CY/business/accept-payments-pricing/,American Express domestic consumer cards: 1.7% + €0.20 online; 1.7% + €0.02 in-person. Revolut Terminal €189 +,2026-08-20,,any,any,domestic,consumer_a,,true,any,R5,patch_fino_r7.csv,,EUR,,,none,,,published,SEEDABLE,"Canal: Revolut Terminal/Lite. Revolut Terminal €189 + VAT; Lite Terminal €139 + VAT, pago único. Tap to Pay añ",,R7,primary_verified,,,,,,,
CY,Revolut Business,Scale,in_store,,80,2,12500,,,,,https://www.revolut.com/en-CY/business/accept-payments-pricing/,Domestic & European consumer cards: 1% + €0.20 online; 0.8% + €0.02 in-person. Revolut Terminal €189 + VAT; Li,2026-08-20,,any,any,any,consumer_v,,true,any,R5,patch_fino_r7.csv,,EUR,,,none,,,published,SEEDABLE,"Canal: Revolut Terminal/Lite. Revolut Terminal €189 + VAT; Lite Terminal €139 + VAT, pago único. Tap to Pay añ",,R7,primary_verified,,,,,,,
CY,Revolut Business,Scale,in_store,,260,2,12500,,,,,https://www.revolut.com/en-CY/business/accept-payments-pricing/,All international cards: 2.8% + €0.20 online; 2.6% + €0.02 in-person. Revolut Terminal €189 + VAT; Lite Termin,2026-08-20,,any,any,non_eea,visa_maste,,true,any,R5,patch_fino_r7.csv,,EUR,,,none,,,published,SEEDABLE,"Canal: Revolut Terminal/Lite. Revolut Terminal €189 + VAT; Lite Terminal €139 + VAT, pago único. Tap to Pay añ",,R7,primary_verified,,,,,,,
CY,Revolut Business,Basic,online,,280,20,1000,,,,,https://www.revolut.com/en-CY/business/accept-payments-pricing/,American Express all international cards: 2.8% + €0.20 online; 2.6% + €0.02 in-person.,2026-08-20,,any,any,non_eea,amex,,true,gateway|plugins|subscriptions|payment_links|invoices,R5,patch_fino_r7.csv,,EUR,,,none,,,published,SEEDABLE,"La cuota es la del plan Business, no una cuota adicional de acquiring. Fuente de plan localizada: https://www.",,R7,primary_verified,,,,,,,
CY,Revolut Business,Basic,online,,280,20,1000,,,,,https://www.revolut.com/en-CY/business/accept-payments-pricing/,American Express domestic commercial cards: 2.8% + €0.20 online; 2.6% + €0.02 in-person.,2026-08-20,,any,any,domestic,commercial,,true,gateway|plugins|subscriptions|payment_links|invoices,R5,patch_fino_r7.csv,,EUR,,,none,,,published,SEEDABLE,"La cuota es la del plan Business, no una cuota adicional de acquiring. Fuente de plan localizada: https://www.",,R7,primary_verified,,,,,,,
CY,Revolut Business,Basic,online,,170,20,1000,,,,,https://www.revolut.com/en-CY/business/accept-payments-pricing/,American Express domestic consumer cards: 1.7% + €0.20 online; 1.7% + €0.02 in-person.,2026-08-20,,any,any,domestic,consumer_a,,true,gateway|plugins|subscriptions|payment_links|invoices,R5,patch_fino_r7.csv,,EUR,,,none,,,published,SEEDABLE,"La cuota es la del plan Business, no una cuota adicional de acquiring. Fuente de plan localizada: https://www.",,R7,primary_verified,,,,,,,
CY,Revolut Business,Basic,online,,100,20,1000,,,,,https://www.revolut.com/en-CY/business/accept-payments-pricing/,Domestic & European consumer cards: 1% + €0.20 online; 0.8% + €0.02 in-person.,2026-08-20,,any,any,any,consumer_v,,true,gateway|plugins|subscriptions|payment_links|invoices,R5,patch_fino_r7.csv,,EUR,,,none,,,published,SEEDABLE,"La cuota es la del plan Business, no una cuota adicional de acquiring. Fuente de plan localizada: https://www.",,R7,primary_verified,,,,,,,
CY,Revolut Business,Basic,online,,280,20,1000,,,,,https://www.revolut.com/en-CY/business/accept-payments-pricing/,All international cards: 2.8% + €0.20 online; 2.6% + €0.02 in-person.,2026-08-20,,any,any,non_eea,visa_maste,,true,gateway|plugins|subscriptions|payment_links|invoices,R5,patch_fino_r7.csv,,EUR,,,none,,,published,SEEDABLE,"La cuota es la del plan Business, no una cuota adicional de acquiring. Fuente de plan localizada: https://www.",,R7,primary_verified,,,,,,,
CY,Revolut Business,Grow,online,,280,20,3500,,,,,https://www.revolut.com/en-CY/business/accept-payments-pricing/,American Express all international cards: 2.8% + €0.20 online; 2.6% + €0.02 in-person.,2026-08-20,,any,any,non_eea,amex,,true,gateway|plugins|subscriptions|payment_links|invoices,R5,patch_fino_r7.csv,,EUR,,,none,,,published,SEEDABLE,"La cuota es la del plan Business, no una cuota adicional de acquiring. Fuente de plan localizada: https://www.",,R7,primary_verified,,,,,,,
CY,Revolut Business,Grow,online,,280,20,3500,,,,,https://www.revolut.com/en-CY/business/accept-payments-pricing/,American Express domestic commercial cards: 2.8% + €0.20 online; 2.6% + €0.02 in-person.,2026-08-20,,any,any,domestic,commercial,,true,gateway|plugins|subscriptions|payment_links|invoices,R5,patch_fino_r7.csv,,EUR,,,none,,,published,SEEDABLE,"La cuota es la del plan Business, no una cuota adicional de acquiring. Fuente de plan localizada: https://www.",,R7,primary_verified,,,,,,,
CY,Revolut Business,Grow,online,,170,20,3500,,,,,https://www.revolut.com/en-CY/business/accept-payments-pricing/,American Express domestic consumer cards: 1.7% + €0.20 online; 1.7% + €0.02 in-person.,2026-08-20,,any,any,domestic,consumer_a,,true,gateway|plugins|subscriptions|payment_links|invoices,R5,patch_fino_r7.csv,,EUR,,,none,,,published,SEEDABLE,"La cuota es la del plan Business, no una cuota adicional de acquiring. Fuente de plan localizada: https://www.",,R7,primary_verified,,,,,,,
CY,Revolut Business,Grow,online,,100,20,3500,,,,,https://www.revolut.com/en-CY/business/accept-payments-pricing/,Domestic & European consumer cards: 1% + €0.20 online; 0.8% + €0.02 in-person.,2026-08-20,,any,any,any,consumer_v,,true,gateway|plugins|subscriptions|payment_links|invoices,R5,patch_fino_r7.csv,,EUR,,,none,,,published,SEEDABLE,"La cuota es la del plan Business, no una cuota adicional de acquiring. Fuente de plan localizada: https://www.",,R7,primary_verified,,,,,,,
CY,Revolut Business,Grow,online,,280,20,3500,,,,,https://www.revolut.com/en-CY/business/accept-payments-pricing/,All international cards: 2.8% + €0.20 online; 2.6% + €0.02 in-person.,2026-08-20,,any,any,non_eea,visa_maste,,true,gateway|plugins|subscriptions|payment_links|invoices,R5,patch_fino_r7.csv,,EUR,,,none,,,published,SEEDABLE,"La cuota es la del plan Business, no una cuota adicional de acquiring. Fuente de plan localizada: https://www.",,R7,primary_verified,,,,,,,
CY,Revolut Business,Scale,online,,280,20,12500,,,,,https://www.revolut.com/en-CY/business/accept-payments-pricing/,American Express all international cards: 2.8% + €0.20 online; 2.6% + €0.02 in-person.,2026-08-20,,any,any,non_eea,amex,,true,gateway|plugins|subscriptions|payment_links|invoices,R5,patch_fino_r7.csv,,EUR,,,none,,,published,SEEDABLE,"La cuota es la del plan Business, no una cuota adicional de acquiring. Fuente de plan localizada: https://www.",,R7,primary_verified,,,,,,,
CY,Revolut Business,Scale,online,,280,20,12500,,,,,https://www.revolut.com/en-CY/business/accept-payments-pricing/,American Express domestic commercial cards: 2.8% + €0.20 online; 2.6% + €0.02 in-person.,2026-08-20,,any,any,domestic,commercial,,true,gateway|plugins|subscriptions|payment_links|invoices,R5,patch_fino_r7.csv,,EUR,,,none,,,published,SEEDABLE,"La cuota es la del plan Business, no una cuota adicional de acquiring. Fuente de plan localizada: https://www.",,R7,primary_verified,,,,,,,
CY,Revolut Business,Scale,online,,170,20,12500,,,,,https://www.revolut.com/en-CY/business/accept-payments-pricing/,American Express domestic consumer cards: 1.7% + €0.20 online; 1.7% + €0.02 in-person.,2026-08-20,,any,any,domestic,consumer_a,,true,gateway|plugins|subscriptions|payment_links|invoices,R5,patch_fino_r7.csv,,EUR,,,none,,,published,SEEDABLE,"La cuota es la del plan Business, no una cuota adicional de acquiring. Fuente de plan localizada: https://www.",,R7,primary_verified,,,,,,,
CY,Revolut Business,Scale,online,,100,20,12500,,,,,https://www.revolut.com/en-CY/business/accept-payments-pricing/,Domestic & European consumer cards: 1% + €0.20 online; 0.8% + €0.02 in-person.,2026-08-20,,any,any,any,consumer_v,,true,gateway|plugins|subscriptions|payment_links|invoices,R5,patch_fino_r7.csv,,EUR,,,none,,,published,SEEDABLE,"La cuota es la del plan Business, no una cuota adicional de acquiring. Fuente de plan localizada: https://www.",,R7,primary_verified,,,,,,,
CY,Revolut Business,Scale,online,,280,20,12500,,,,,https://www.revolut.com/en-CY/business/accept-payments-pricing/,All international cards: 2.8% + €0.20 online; 2.6% + €0.02 in-person.,2026-08-20,,any,any,non_eea,visa_maste,,true,gateway|plugins|subscriptions|payment_links|invoices,R5,patch_fino_r7.csv,,EUR,,,none,,,published,SEEDABLE,"La cuota es la del plan Business, no una cuota adicional de acquiring. Fuente de plan localizada: https://www.",,R7,primary_verified,,,,,,,
CY,Viva.com,Default consumer pack (blended),in_store,,169,0,,,,,,https://www.viva.com/en-cy/pricing,"In-person payments — Per transaction 1,69% — Minimum Fee of 0,03€ per transaction applies. Online Payments — 2",2026-08-20,,any,any,any,standard,,true,any,R5,patch_fino_r7.csv,,EUR,,,,,,published,SEEDABLE,Published consumer pack total is 1.69%. The rendered HTML price cell spans Interchange + Scheme + Viva.com acq,,R7,primary_verified,,,,,,,
CY,Viva.com,Default IC++ other cards,in_store,,116,0,,,,,,https://www.viva.com/en-cy/pricing,"Visa | ✓ | ✓ | 1,16% | –; Minimum Fee of 0,03€ per transaction applies.",2026-08-20,,any,any,any,commercial,,false,any,R5,patch_fino_r7.csv,,EUR,,,,,,published,SEEDABLE,rate_bps is Viva.com acquiring margin only; interchange and scheme are added separately. Non-EEA +0.40% is pub,,R7,primary_verified,,,,,,,
CY,Viva.com,Default consumer pack (blended),moto,,219,24,,,,,,https://www.viva.com/en-cy/pricing,"In-person payments — Per transaction 1,69% — Minimum Fee of 0,03€ per transaction applies. Online Payments — 2",2026-08-20,,any,any,any,standard,,true,virtual_terminal_moto,R5,patch_fino_r7.csv,,EUR,,,,,,published,SEEDABLE,Published consumer pack total is 2.19% + €0.24. The rendered HTML price cell spans Interchange + Scheme + Viva,,R7,primary_verified,,,,,,,
CY,Viva.com,Default IC++ other cards,moto,,206,24,,,,,,https://www.viva.com/en-cy/pricing,"Visa | ✓ | ✓ | 2,06% | 0,24€; Relates to Virtual Terminal and MOTO.",2026-08-20,,any,any,any,commercial,,false,virtual_terminal_moto,R5,patch_fino_r7.csv,,EUR,,,,,,published,SEEDABLE,rate_bps is Viva.com acquiring margin only; interchange and scheme are added separately. Fixed processing fee ,,R7,primary_verified,,,,,,,
CY,Viva.com,Default consumer pack (blended),online,,219,24,,,,,,https://www.viva.com/en-cy/pricing,"In-person payments — Per transaction 1,69% — Minimum Fee of 0,03€ per transaction applies. Online Payments — 2",2026-08-20,,any,any,any,standard,,true,smart_checkout,R5,patch_fino_r7.csv,,EUR,,,,,,published,SEEDABLE,Published consumer pack total is 2.19% + €0.24. The rendered HTML price cell spans Interchange + Scheme + Viva,,R7,primary_verified,,,,,,,
CY,Viva.com,Default IC++ other cards,online,,206,24,,,,,,https://www.viva.com/en-cy/pricing,"Visa | ✓ | ✓ | 2,06% | 0,24€.",2026-08-20,,any,any,any,commercial,,false,smart_checkout,R5,patch_fino_r7.csv,,EUR,,,,,,published,SEEDABLE,rate_bps is Viva.com acquiring margin only; interchange and scheme are added separately. Fixed processing fee ,,R7,primary_verified,,,,,,,
PL,eService,Promocja 30 — después de 100 000 PLN o desde mes 13,in_store,,55,,100,,,,,https://www.eservice.pl/terminal-za-darmo-polska-bezgotowkowa,Nowoczesny terminal płatniczy za 0 zł przez 12 m-cy. Przez kolejne 18 miesięcy tylko 1 zł/m-c. Aż do sumy 100 ,2026-08-20,,any,any,any,visa_maste,,true,any,R5,patch_fino_r7.csv,,PLN,,,gmv_or_time,,,published,SEEDABLE,"Terminal: 0 PLN/mes en meses 1–12 y 1 PLN/mes en meses 13–30. Si se supera 100 000 PLN antes del mes 13, la co",,R7,primary_verified,,,,,,,
PL,eService,Promocja 30 — PWOB meses 1–12 / hasta 100 000 PLN,in_store,,0,0,0,,,,,https://www.eservice.pl/terminal-za-darmo-polska-bezgotowkowa,Nowoczesny terminal płatniczy za 0 zł przez 12 m-cy. Przez kolejne 18 miesięcy tylko 1 zł/m-c. Aż do sumy 100 ,2026-08-20,,any,any,any,visa_maste,,true,any,R5,patch_fino_r7.csv,,PLN,0,10000000,gmv_and_time,,,published,SEEDABLE,"Promoción, no estándar. El 0% termina al alcanzar 100 000 PLN o al acabar el apoyo de 12 meses. La duración co",,R7,primary_verified,,,,,,,
PL,PayTel,Program Polska Bezgotówkowa,in_store,,0,0,0,,,,,https://www.paytel.pl/nasza-oferta/terminale-pwob/,"darmowy terminal płatniczy, terminal w telefonie lub bramkę płatniczą na 12 miesięcy – bez abonamentu i bez pr",2026-08-20,,any,any,any,all_cards,,true,any,R5,patch_fino_r7.csv,,PLN,0,10000000,gmv_and_time,,,published,SEEDABLE,"Promoción, no estándar. Arrendamiento del terminal cubierto 12 meses; no exige umbral mínimo de facturación.",,R7,primary_verified,,,,,,,
PL,Polskie ePłatności,All in One,in_store,,60,4,2000,,,,,https://sklep.pep.pl/oferta/all-in-one/,"Aplikacja 20 zł; Prowizja od transakcji 0,6% + 4 gr; Czas trwania umowy 24 miesiące.",2026-08-20,,any,any,any,all_cards,,true,any,R5,patch_fino_r7.csv,,PLN,,,none,,,published,SEEDABLE,Terminal 3-en-1. La página no identifica clase ni región de tarjeta. Contrato de 24 meses.,,R7,primary_verified,,,,,,,
PL,Polskie ePłatności,PepPay terminal w telefonie,in_store,,59,5,1499,,,,,https://sklep.pep.pl/oferta/peppay-terminal-w-telefonie-4/,"Aplikacja 14,99 zł; Prowizja od transakcji 0,59% + 5gr; Czas trwania umowy 24 miesiące.",2026-08-20,,any,any,any,all_cards,,true,any,R5,patch_fino_r7.csv,,PLN,,,none,,,published,SEEDABLE,SoftPOS. La página no identifica clase ni región de tarjeta. Contrato de 24 meses.,,R7,primary_verified,,,,,,,
PL,Polskie ePłatności,Stabilny biznes,in_store,,54,1,2400,,,,,https://sklep.pep.pl/oferta/stabilny-biznes/,Najem terminala przez pierwsze 3 miesiące 1zł; Średni najem terminala 24 zł msc; Prowizja od transakcji na kar,2026-08-20,,any,any,domestic,all_cards,,true,any,R5,patch_fino_r7.csv,,PLN,,,none,,,published,SEEDABLE,"Alquiler medio publicado: 24 PLN/mes; primeros 3 meses: 1 PLN/mes. Paquete Silver 2,90 PLN/mes o Gold 5,50 PLN",,R7,primary_verified,,,,,,,
PL,Polskie ePłatności,Stabilny biznes,in_store,,154,,2400,,,,,https://sklep.pep.pl/oferta/stabilny-biznes/,Najem terminala przez pierwsze 3 miesiące 1zł; Średni najem terminala 24 zł msc; Prowizja od transakcji na kar,2026-08-20,,any,any,any,all_cards,,true,any,R5,patch_fino_r7.csv,,PLN,,,none,,,published,SEEDABLE,La fuente no añade fijo a la tarifa extranjera; no se convierte el silencio en 0. Alquiler medio 24 PLN/mes; p,,R7,primary_verified,,,,,,,
PL,Revolut Business,Basic,online,,280,100,5000,,,,,https://www.revolut.com/pl-PL/business/accept-payments-pricing/,"American Express wszystkie karty międzynarodowe: 2,8% + 1 zł online; 2,6% + 0,10 zł stacjonarnie.",2026-08-20,,any,any,non_eea,amex,,true,gateway|plugins|subscriptions|payment_links|invoices,R5,patch_fino_r7.csv,,PLN,,,none,,,published,SEEDABLE,"La cuota es la del plan Business, no una cuota adicional de acquiring. Fuente de plan localizada: https://www.",,R7,primary_verified,,,,,,,
PL,Revolut Business,Basic,online,,280,100,5000,,,,,https://www.revolut.com/pl-PL/business/accept-payments-pricing/,"American Express karty komercyjne krajowe: 2,8% + 1 zł online; 2,6% + 0,10 zł stacjonarnie.",2026-08-20,,any,any,domestic,commercial,,true,gateway|plugins|subscriptions|payment_links|invoices,R5,patch_fino_r7.csv,,PLN,,,none,,,published,SEEDABLE,"La cuota es la del plan Business, no una cuota adicional de acquiring. Fuente de plan localizada: https://www.",,R7,primary_verified,,,,,,,
PL,Revolut Business,Basic,online,,170,100,5000,,,,,https://www.revolut.com/pl-PL/business/accept-payments-pricing/,"American Express karty konsumenckie krajowe: 1,7% + 1 zł online; 1,7% + 0,10 zł stacjonarnie.",2026-08-20,,any,any,domestic,consumer_a,,true,gateway|plugins|subscriptions|payment_links|invoices,R5,patch_fino_r7.csv,,PLN,,,none,,,published,SEEDABLE,"La cuota es la del plan Business, no una cuota adicional de acquiring. Fuente de plan localizada: https://www.",,R7,primary_verified,,,,,,,
PL,Revolut Business,Basic,online,,100,100,5000,,,,,https://www.revolut.com/pl-PL/business/accept-payments-pricing/,"Karty konsumenckie krajowe i europejskie: 1% + 1 zł online; 0,8% + 0,10 zł stacjonarnie.",2026-08-20,,any,any,any,consumer_v,,true,gateway|plugins|subscriptions|payment_links|invoices,R5,patch_fino_r7.csv,,PLN,,,none,,,published,SEEDABLE,"La cuota es la del plan Business, no una cuota adicional de acquiring. Fuente de plan localizada: https://www.",,R7,primary_verified,,,,,,,
PL,Revolut Business,Basic,online,,280,100,5000,,,,,https://www.revolut.com/pl-PL/business/accept-payments-pricing/,"Wszystkie karty międzynarodowe: 2,8% + 1 zł online; 2,6% + 0,10 zł stacjonarnie.",2026-08-20,,any,any,non_eea,visa_maste,,true,gateway|plugins|subscriptions|payment_links|invoices,R5,patch_fino_r7.csv,,PLN,,,none,,,published,SEEDABLE,"La cuota es la del plan Business, no una cuota adicional de acquiring. Fuente de plan localizada: https://www.",,R7,primary_verified,,,,,,,
PL,Revolut Business,Grow,online,,280,100,17500,,,,,https://www.revolut.com/pl-PL/business/accept-payments-pricing/,"American Express wszystkie karty międzynarodowe: 2,8% + 1 zł online; 2,6% + 0,10 zł stacjonarnie.",2026-08-20,,any,any,non_eea,amex,,true,gateway|plugins|subscriptions|payment_links|invoices,R5,patch_fino_r7.csv,,PLN,,,none,,,published,SEEDABLE,"La cuota es la del plan Business, no una cuota adicional de acquiring. Fuente de plan localizada: https://www.",,R7,primary_verified,,,,,,,
PL,Revolut Business,Grow,online,,280,100,17500,,,,,https://www.revolut.com/pl-PL/business/accept-payments-pricing/,"American Express karty komercyjne krajowe: 2,8% + 1 zł online; 2,6% + 0,10 zł stacjonarnie.",2026-08-20,,any,any,domestic,commercial,,true,gateway|plugins|subscriptions|payment_links|invoices,R5,patch_fino_r7.csv,,PLN,,,none,,,published,SEEDABLE,"La cuota es la del plan Business, no una cuota adicional de acquiring. Fuente de plan localizada: https://www.",,R7,primary_verified,,,,,,,
